49.547298,49.860710,50.176018,50.493259,50.812401,51.133408,51.456280,51.751419,52.077877,52.406181,52.736263,53.068245,53.402008,53.737587,54.074997,54.414188,54.755161,55.097874,55.442364,55.788628,56.104904,56.454525,56.805809,57.158871,57.513599,57.870022,58.228142,58.587933,58.949429,59.312569,59.677368,60.043770,60.411835,60.747860,61.119003,61.491756,61.866085,62.242043,62.619549,62.998665,63.379292,63.761475,64.145210,64.530449,64.917236,65.305527,65.659813,66.050964,66.443604,66.837700,67.233269,67.630325,68.028801,68.428711,68.830055,69.232803,69.636978,70.042572,70.449547,70.820724,71.230339,71.641312,72.053627,72.467300,72.882324,73.298698
49.860710,50.175064,50.491341,50.809494,51.129536,51.451485,51.775272,52.071259,52.398605,52.727810,53.058846,53.391708,53.726383,54.062851,54.401154,54.741226,55.083076,55.426689,55.772053,56.119183,56.436275,56.786720,57.138905,57.492786,57.848362,58.205662,58.564617,58.925266,59.287579,59.651546,60.017162,60.384434,60.753311,61.090099,61.462078,61.835636,62.210770,62.587543,62.965855,63.345783,63.727196,64.110191,64.494713,64.880760,65.268356,65.657394,66.012413,66.404350,66.797752,67.192627,67.588974,67.986801,68.386040,68.786713,69.188828,69.592346,69.997284,70.403633,70.811371,71.183220,71.593575,72.005295,72.418381,72.832802,73.248550,73.665657
50.176018,50.491341,50.808506,51.127647,51.448608,51.771484,52.096161,52.393017,52.721245,53.051369,53.383286,53.717083,54.052658,54.390007,54.729156,55.070160,55.412872,55.757362,56.103584,56.451572,56.769447,57.120750,57.473797,57.828556,58.184978,58.543137,58.902931,59.264397,59.627567,59.992390,60.358845,60.726940,61.096622,61.434162,61.806938,62.181320,62.557278,62.934826,63.313972,63.694675,64.076881,64.460670,64.845978,65.232826,65.621223,66.011055,66.366768,66.759460,67.153671,67.549309,67.946457,68.345032,68.745056,69.146500,69.549370,69.953629,70.359299,70.766426,71.174919,71.547432,71.958557,72.371002,72.784828,73.200005,73.616501,74.034325
50.493259,50.809494,51.127625,51.447643,51.769562,52.093327,52.418957,52.716606,53.045746,53.376785,53.709606,54.044281,54.380737,54.718983,55.059044,55.400887,55.744488,56.089828,56.436939,56.785809,57.104465,57.456650,57.810551,58.166126,58.523407,58.882397,59.243023,59.605347,59.969345,60.334961,60.702251,61.071163,61.441696,61.779942,62.153564,62.528740,62.905506,63.283878,63.663818,64.045334,64.428345,64.812927,65.199043,65.586662,65.975830,66.366425,66.722878,67.116333,67.511322,67.907738,68.305603,68.704964,69.105751,69.507988,69.911598,70.316620,70.723083,71.130905,71.540161,71.913391,72.325241,72.738441,73.153015,73.568893,73.986130,74.404701
50.812401,51.129536,51.448608,51.769562,52.092384,52.417061,52.743614,53.042068,53.372128,53.704060,54.037769,54.373333,54.710659,55.049809,55.390759,55.733459,56.077942,56.424171,56.772129,57.121868,57.441299,57.794319,58.149059,58.505501,58.863621,59.223454,59.584930,59.948090,60.312923,60.679367,61.047474,61.417202,61.788559,62.127556,62.501961,62.877975,63.255531,63.634701,64.015457,64.397736,64.781570,65.166931,65.553833,65.942230,66.332153,66.723564,67.080719,67.474945,67.870689,68.267899,68.666527,69.066658,69.468208,69.871155,70.275558,70.681335,71.088539,71.497131,71.907135,72.281029,72.693626,73.107567,73.522881,73.939499,74.357483,74.776787
51.133408,51.451485,51.771461,52.093327,52.417061,52.742680,53.070103,53.369373,53.700356,54.033176,54.367764,54.704220,55.042439,55.382465,55.724289,56.067867,56.413227,56.760296,57.109135,57.459721,57.779942,58.133812,58.489376,58.846680,59.205635,59.566315,59.928627,60.292614,60.658276,61.025543,61.394455,61.765007,62.137157,62.476887,62.852127,63.228924,63.607311,63.987282,64.368797,64.751907,65.136505,65.522667,65.910355,66.299515,66.690239,67.082413,67.440285,67.835274,68.231796,68.629768,69.029160,69.430061,69.832352,70.236069,70.641212,71.047768,71.455711,71.865059,72.275803,72.650375,73.063705,73.478386,73.894440,74.311790,74.730484,75.150551
51.456280,51.775272,52.096161,52.418957,52.743614,53.070103,53.398457,53.698555,54.030407,54.364128,54.699619,55.036934,55.376041,55.716949,56.059639,56.404099,56.750317,57.098267,57.447937,57.799393,58.120358,58.475098,58.831528,59.189648,59.549461,59.910957,60.274097,60.638889,61.005375,61.373482,61.743217,62.114586,62.487541,62.828022,63.204056,63.581657,63.960835,64.341591,64.723892,65.107780,65.493179,65.880127,66.268600,66.658539,67.050041,67.442986,67.801552,68.197350,68.594620,68.993340,69.393509,69.795158,70.198227,70.602684,71.008591,71.415878,71.824570,72.234657,72.646164,73.021393,73.435471,73.850899,74.267654,74.685768,75.105209,75.525963
51.751419,52.071259,52.392971,52.716606,53.042068,53.369373,53.698555,53.999390,54.332058,54.666573,55.002869,55.341011,55.680912,56.022579,56.366085,56.711319,57.058300,57.407028,57.757488,58.109715,58.431396,58.786896,59.144081,59.502960,59.863525,60.225807,60.589676,60.955227,61.322464,61.691292,62.061779,62.433887,62.807594,63.148716,63.525471,63.903801,64.283722,64.665207,65.048233,65.432846,65.818939,66.206596,66.595772,66.986435,67.378632,67.772285,68.131485,68.527962,68.925919,69.325348,69.726212,70.128540,70.532280,70.937454,71.344009,71.751991,72.161369,72.572144,72.984291,73.360146,73.774902,74.190987,74.608452,75.027191,75.447289,75.868706
52.077877,52.398605,52.721245,53.045746,53.372128,53.700356,54.030407,54.332058,54.665619,55.001015,55.338200,55.677208,56.017979,56.360527,56.704872,57.050983,57.398842,57.748432,58.099728,58.452789,58.775246,59.131584,59.489616,59.849331,60.210712,60.573795,60.938522,61.304901,61.672955,62.042618,62.413887,62.786789,63.161312,63.503155,63.880733,64.259872,64.640549,65.022812,65.406647,65.792030,66.178917,66.567383,66.957306,67.348747,67.741699,68.136147,68.496025,68.893280,69.292007,69.692192,70.093803,70.496887,70.901375,71.307312,71.714622,72.123337,72.533478,72.944962,73.357880,73.734398,74.149872,74.566689,74.984863,75.404366,75.825180,76.247314
52.406181,52.727810,53.051369,53.376785,53.704060,54.033176,54.364128,54.666573,55.001015,55.337318,55.675362,56.015244,56.356869,56.700310,57.045502,57.392460,57.741180,58.091625,58.443779,58.797680,59.120888,59.478069,59.836941,60.197483,60.559708,60.923611,61.289143,61.656345,62.025227,62.395660,62.767757,63.141476,63.516781,63.859375,64.237740,64.617653,64.999130,65.382195,65.766808,66.152969,66.540642,66.929848,67.320572,67.712761,68.106537,68.501709,68.862297,69.260292,69.659790,70.060738,70.463104,70.866943,71.272194,71.678864,72.086929,72.496384,72.907234,73.319504,73.733131,74.110313,74.526543,74.944092,75.362991,75.783195,76.204735,76.627602
52.736263,53.058846,53.383286,53.709606,54.037769,54.367764,54.699619,55.002869,55.338200,55.675362,56.014267,56.355015,56.697544,57.041821,57.387890,57.735706,58.085262,58.436546,58.789558,59.144318,59.468277,59.826286,60.185970,60.547348,60.910393,61.275108,61.641464,62.009487,62.379158,62.750420,63.123333,63.497845,63.873943,64.217262,64.596413,64.977112,65.359406,65.743248,66.128654,66.515587,66.904015,67.294014,67.685501,68.078491,68.472977,68.868935,69.230232,69.628990,70.029236,70.430939,70.834068,71.238647,71.644646,72.052055,72.460861,72.871071,73.282669,73.695663,74.110023,74.487885,74.904831,75.323090,75.742729,76.163651,76.585922,77.009491
53.068245,53.391708,53.717041,54.044281,54.373333,54.704220,55.036934,55.341011,55.677208,56.015244,56.355015,56.696621,57.040009,57.385132,57.732071,58.080738,58.431129,58.783249,59.137108,59.492695,59.817425,60.176270,60.536781,60.898987,61.262867,61.628410,61.995560,62.364376,62.734875,63.106937,63.480637,63.855961,64.232864,64.576897,64.956848,65.338341,65.721382,66.106010,66.492195,66.879913,67.269127,67.659889,68.052162,68.445908,68.841156,69.237892,69.599861,69.999367,70.400398,70.802826,71.206703,71.612030,72.018791,72.426941,72.836502,73.247437,73.659782,74.073486,74.488579,74.867119,75.284782,75.703781,76.124130,76.545784,76.968742,77.393074
53.402008,53.726383,54.052605,54.380737,54.710659,55.042439,55.376041,55.680912,56.017979,56.356869,56.697544,57.040009,57.384232,57.730225,58.078011,58.427513,58.778767,59.131733,59.486420,59.842842,60.168331,60.527996,60.889343,61.252361,61.617046,61.983414,62.351349,62.721001,63.092293,63.465176,63.839653,64.215775,64.593475,64.938232,65.318977,65.701248,66.085083,66.470505,66.857414,67.245941,67.635925,68.027451,68.420471,68.814987,69.211021,69.608505,69.971153,70.371445,70.773193,71.176399,71.581017,71.987091,72.394577,72.803482,73.213768,73.625450,74.038521,74.452965,74.868797,75.247978,75.666382,76.086098,76.507156,76.929543,77.353226,77.778244
